t,G1,G2,G3,G4
3768.0,8.215768036720545e-6,0.0001986355919489625,2.7795202001643903e-6,3.7687270610425645e-12
3780.0,8.525968991794508e-6,0.00020508860922264664,2.8885006135077437e-6,4.867836514573326e-12
3792.0,8.847065910537506e-6,0.000211735798965744,3.0013018144658185e-6,6.266921501505386e-12
3804.0,9.179494089647607e-6,0.0002185825777879023,3.1185174679504127e-6,8.041776071125501e-12
3816.0,9.523711211893925e-6,0.0002256345086244164,3.2407275466194813e-6,1.0285644475134794e-11
3828.0,9.8801906776643e-6,0.0002328972976762166,3.3684545516036965e-6,1.311278988095538e-11
3840.0,1.0249414890980754e-5,0.00024037678942306055,3.50212765346119e-6,1.6662681433468866e-11
3852.0,1.0631869151775967e-5,0.0002480789601527195,3.642059121100296e-6,2.1104880678822154e-11
3864.0,1.1028036749189185e-5,0.000256009910880024,3.7884359678497317e-6,2.6644713058236773e-11
3876.0,1.143839573972783e-5,0.00026417586088202296,3.941327886863486e-6,3.3529813695598015e-11
3888.0,1.1863417738571995e-5,0.00027258314325993697,4.100710494599551e-6,4.205763860837619e-11
3900.0,1.2303568865405278e-5,0.00028123820388989976,4.266500910813155e-6,5.258403227807557e-11
3912.0,1.275931278428333e-5,0.0002901476048169263,4.4386010411166864e-6,6.553293968180543e-11
3924.0,1.323111557817563e-5,0.00029931803260234305,4.61694282819065e-6,8.140734482362641e-11
3936.0,1.371945202098373e-5,0.0003087563114241366,4.8015293707970946e-6,1.0080150789329403e-10
3948.0,1.422481266957538e-5,0.00031846941996091694,4.992466255497477e-6,1.2441455878567196e-10
3960.0,1.4747711109184022e-5,0.00032846451039332373,5.1899786768737564e-6,1.530654852082358e-10
3972.0,1.528869065662517e-5,0.00033874892736046293,5.3944118010664534e-6,1.8770952839380986e-10
3984.0,1.584832986118111e-5,0.00034933022451726786,5.606214120976892e-6,2.2945596799735949e-10
3996.0,1.6427246241003164e-5,0.0003602161765100469,5.8259059567296736e-6,2.795872396747785e-10
4008.0,1.7026097846063076e-5,0.0003714147847214176,6.054037438841771e-6,3.39579283857773e-10
4020.0,1.7645582434420793e-5,0.00038293427596920244,6.291141956177483e-6,4.1112297229537804e-10
4032.0,1.828643426998907e-5,0.0003947830943583278,6.537691899835097e-6,4.961464002287827e-10
4044.0,1.8949418777334022e-5,0.00040696988752453973,6.794063432807504e-6,5.968377671115779e-10
4056.0,1.963532550146532e-5,0.00041950348940590675,7.060515938054379e-6,7.156684984549433e-10
4068.0,2.0344959997868956e-5,0.0004323929022812413,7.3371898587802445e-6,8.554161869515004e-10
4080.0,2.1079135402659306e-5,0.0004456472810157809,7.624124088957643e-6,1.019186854251413e-9
4092.0,2.183866449146688e-5,0.0004592759222094003,7.92129124561501e-6,1.21043595785342e-9
4104.0,2.2624353021089167e-5,0.0004732882602801514,8.228646459031237e-6,1.432987493255753e-9
4116.0,2.343699505927058e-5,0.00048769387153494207,8.546183153928407e-6,1.6910504730073726e-9
4128.0,2.4277370851532963e-5,0.0005025024861328759,8.87398800500656e-6,1.9892320052967307e-9
4140.0,2.5146247562734214e-5,0.0005177240067169633,9.212287060763229e-6,2.3325461493130114e-9
4152.0,2.604438298364318e-5,0.000533368531555694,9.561476014093331e-6,2.726417697236607e-9
4164.0,2.6972532031960942e-5,0.0005494463794427097,9.922129658371704e-6,3.176680027985004e-9
4176.0,2.7931455627454257e-5,0.0005659681134370049,1.0294988439948707e-5,3.6895662004222783e-9
4188.0,2.892193130621281e-5,0.0005829445608008702,1.0680923305298925e-5,4.271692508145873e-9
4200.0,2.9944764780494304e-5,0.0006003868271470558,1.108088326718326e-5,4.9300338083204304e-9
4212.0,3.100080156390914e-5,0.0006183063037178037,1.14958327923315e-5,5.671890066818416e-9
4224.0,3.2090937775525026e-5,0.0006367146677264281,1.1926687819855456e-5,6.504843733707207e-9
4236.0,3.321612931148921e-5,0.000655623876630093,1.2374259662360753e-5,7.436707778223274e-9
4248.0,3.4377398721392586e-5,0.0006750461579274624,1.283921510964103e-5,8.475464470602657e-9
4260.0,3.557583933378271e-5,0.000694993996493382,1.3322058843450653e-5,9.629195297488409e-9
4272.0,3.6812616420057216e-5,0.0007154801215448252,1.3823141076970005e-5,1.0906002734036988e-8
4284.0,3.8088965443952246e-5,0.0007365174951127404,1.4342689612539568e-5,1.2313924962948122e-8
4296.0,3.940618768964289e-5,0.0007581193034599731,1.4880861822002312e-5,1.3860845019683617e-8
4308.0,4.076564377168632e-5,0.0007802989523519789,1.5437808966018693e-5,1.5554396242895044e-8
4320.0,4.2168745685711794e-5,0.0008030700665713746,1.601374327797938e-5,1.740186630592333e-8
4332.0,4.3616948147336215e-5,0.0008264464936603393,1.6608997685172667e-5,1.9410102483329364e-8
4344.0,4.5111739983209306e-5,0.0008504423116220223,1.7224069050148154e-5,2.158542114804976e-8
4356.0,4.665463628499689e-5,0.0008750718402063338,1.7859638271440146e-5,2.3933524780835676e-8
4368.0,4.824717192404526e-5,0.000900349655393362,1.851656413485719e-5,2.645942998425644e-8
4380.0,4.989089686636709e-5,0.0009262906066881056,1.9195851919271267e-5,2.9167410108890953e-8
4392.0,5.158737354270279e-5,0.0009529098367707834,1.9898601793533325e-5,3.2060956100493105e-8
4404.0,5.333817633604472e-5,0.0009802228028514479,2.0625945347038826e-5,3.51427590469819e-8
4416.0,5.5144893067378105e-5,0.0010082452987475005,2.1378980627007315e-5,3.8414717629233826e-8
4428.0,5.700912820487678e-5,0.0010369934762869094,2.215871645247431e-5,4.187797325021823e-8
4440.0,5.893250740380986e-5,0.0010664838642391317,2.2966035434767503e-5,4.5532975028714526e-8
4452.0,6.0916682910926855e-5,0.001096733382721501,2.380168223296943e-5,4.9379576098724794e-8
4464.0,6.296333934070747e-5,0.0011277593510517464,2.4666279546268672e-5,5.341716176299736e-8
4476.0,6.507419935038904e-5,0.0011595794874108378,2.5560369824952173e-5,5.764480902589956e-8
4488.0,6.72510288018444e-5,0.0011922118994694615,2.648447639787367e-5,6.206147590249607e-8
4500.0,6.949564109453848e-5,0.0012256750662535925,2.743917437676159e-5,6.666621770052988e-8
4512.0,7.180990047647072e-5,0.0012599878128299656,2.8425159879190168e-5,7.14584262411979e-8
4524.0,7.419572427917902e-5,0.0012951692806637803,2.944330614817643e-5,7.643808677109339e-8
4536.0,7.665508416704291e-5,0.0013312388974933804,3.0494697073597148e-5,8.160604617479068e-8
4548.0,7.919000662738415e-5,0.001368216351055482,3.158063216162702e-5,8.696428508215644e-8
4560.0,8.18025730422362e-5,0.0014061215708264581,3.270260159996744e-5,9.251618563469828e-8
4572.0,8.449491976080011e-5,0.0014449747210777714,3.3862234985049995e-5,9.826678608775273e-8
4584.0,8.72692386201758e-5,0.0014847962070650505,3.506123169846699e-5,1.0422301313226291e-7
4596.0,9.01277783305253e-5,0.001525606694293209,3.630128409429104e-5,1.1039388286588785e-7
4608.0,9.307284704418647e-5,0.00156742713882901,3.758400603039319e-5,1.167906617620234e-7
4620.0,9.610681626872838e-5,0.001610278824910139,3.8910878580870184e-5,1.234269797970162e-7
4632.0,9.923212607309581e-5,0.001654183404941688,4.028322208231807e-5,1.3031888910397323e-7
4644.0,0.00010245129129527329,0.0016991629366021703,4.170219941099807e-5,1.374848631111001e-7
4656.0,0.00010576690821961658,0.001745239912288732,4.316885025244857e-5,1.4494573305847017e-7
4668.0,0.00010918166098846722,0.0017924372774416892,4.468415096365844e-5,1.527245610141404e-7
4680.0,0.00011269832688356026,0.0018407784361774888,4.624909031405333e-5,1.6084645095335022e-7
4692.0,0.00011631977959116347,0.0018902872447912578,4.786474866913019e-5,1.6933830202981804e-7
4704.0,0.0001200489896730006,0.0019409879956819736,4.953236753357718e-5,1.78228510747369e-7
4716.0,0.00012388902170831583,0.001992905395747596,5.125339793512377e-5,1.875466312137019e-7
4728.0,0.0001278430279359626,0.002046064544032293,5.3029519664600614e-5,1.9732300490057638e-7
4740.0,0.00013191423867282002,0.002100490913267282,5.4862628308030405e-5,2.0758837322083766e-7
4752.0,0.00013610595026116568,0.0021562103389823253,5.675479248281877e-5,2.1837348764423077e-7
4764.0,0.0001404215117355892,0.002213249018283034,5.8708188786004496e-5,2.2970873290668407e-7
4776.0,0.0001448643117294703,0.002271633518507593,6.0725025797148074e-5,2.416237790385496e-7
4788.0,0.0001494377673001401,0.0023313907941587904,6.280747038061705e-5,2.5414727739072503e-7
4800.0,0.00015414531629825696,0.002392548209089228,6.495758916032965e-5,2.6730661455150604e-7
4812.0,0.00015899041462691176,0.002455133560141704,6.717731544646138e-5,2.811277360368865e-7
4824.0,0.0001639765392495832,0.0025191750984175244,6.946844751885267e-5,2.9563504895842323e-7
4836.0,0.00016910719716701881,0.002584701545015321,7.183267877150183e-5,3.1085140962183525e-7
4848.0,0.00017438593987291964,0.002651742099270046,7.427165473673704e-5,3.267981983209538e-7
4860.0,0.00017981638211499954,0.0027203264389559834,7.678704739629744e-5,3.434954796343802e-7
4872.0,0.00018540222323121702,0.002790484713301683,7.938063425906222e-5,3.6096224250245227e-7
4884.0,0.00019114726898567235,0.0028622475307391285,8.20543689555693e-5,3.792167104741615e-7
4896.0,0.00019705545175028168,0.002935645943903752,8.481043169292072e-5,3.982767089887732e-7
4908.0,0.00020313084708238556,0.003010711434463887,8.765125154208994e-5,4.1816007361074673e-7
4920.0,0.0002093776852065137,0.00308747589995394,9.057949754155089e-5,4.3888508096581045e-7
4932.0,0.00021580035655193808,0.003165971644072568,9.359804109756789e-5,4.604708828950359e-7
4944.0,0.00022240341122844776,0.003246231371088458,9.670989715744687e-5,4.829379241718753e-7
4956.0,0.00022919155303032513,0.0033282881842673744,9.99181552346724e-5,5.063083250780143e-7
4968.0,0.00023616962913877284,0.00341217558773565,0.00010322591293563215,5.306062122071963e-7
4980.0,0.0002433426170670617,0.003497927490984293,0.00010663622390898551,5.558579839926467e-7
4992.0,0.0002507156105204463,0.0035855782152622545,0.00011015206926309289,5.820925014943618e-7
5004.0,0.0002582938057299588,0.003675162501305526,0.00011377635701875324,6.09341199732058e-7
5016.0,0.0002660824895142136,0.0037667155180665618,0.00011751194891993585,6.376381200446637e-7
5028.0,0.00027408702990706815,0.0038602728722247747,0.00012136170888745605,6.670198692889926e-7
5040.0,0.0002823128697564367,0.003955870618204275,0.00012532856349950302,6.975255168209311e-7
5052.0,0.00029076552333924185,0.004053545268205785,0.00012941556283236713,7.291964447854096e-7
5064.0,0.0002994505758117675,0.0041533338014568925,0.0001336259301596104,7.620761709430986e-7
5076.0,0.00030837368524579616,0.004255273671631053,0.0001379630913368078,7.962101657849328e-7
5088.0,0.0003175405870660163,0.004359402811323291,0.00014243067873441557,8.316456867917658e-7
5100.0,0.000326957100840908,0.004465759632703968,0.000147032509546805,8.684316522263765e-7
5112.0,0.00033662913950126895,0.004574383024027421,0.00015177254325276677,9.06618574735178e-7
5124.0,0.0003465627210797164,0.004685312342476551,0.00015665482699171463,9.462585713310573e-7
5136.0,0.0003567639829158923,0.004798587404711168,0.0001616834398969291,9.874054611828103e-7
5148.0,0.00036723919793482185,0.0049142484772312,0.0001668624475687674,1.0301149563166323e-6
5160.0,0.00037799479211551965,0.005032336269035703,0.00017219587586310268,1.0744449432070016e-6
5172.0,0.0003890373617152123,0.005152891928883655,0.0001776877094114477,1.1204558457460837e-6
5184.0,0.00040037368833504303,0.005275957048685331,0.00018334191551201766,1.1682110527377815e-6
5196.0,0.0004120107496547783,0.00540157367326176,0.00018916248916124858,1.217777386396399e-6
5208.0,0.00042395572375714536,0.005529784315135638,0.00019515351097312776,1.2692255828634954e-6
5220.0,0.00043621598548395816,0.00566063197149526,0.00020131920733181989,1.3226307519668764e-6
5232.0,0.0004487990942123553,0.00579416013937298,0.00020766400179744943,1.3780727817269468e-6
5244.0,0.0004617127737125112,0.00593041282471944,0.00021419254858677877,1.4356366537453722e-6
5256.0,0.00047496488616213383,0.006069434541618874,0.0002209097425171303,1.4954126387218684e-6
5268.0,0.0004885634036996436,0.006211270299371813,0.00022782070442777484,1.5574963469048489e-6
5280.0,0.0005025163818292799,0.0063559655773522405,0.00023493074586825074,1.6219886160838659e-6
5292.0,0.0005168319393126519,0.006503566290028228,0.00024224532083168883,1.6889952293968699e-6
5304.0,0.0005315182487429024,0.006654118746812421,0.00024976997473464375,1.75862646621561e-6
5316.0,0.0005465835407766076,0.0068076696129725665,0.00025751030123485023,1.8309965010189162e-6
5328.0,0.0005620361231181967,0.006964265878282929,0.00026547191576853526,1.9062226767038507e-6
5340.0,0.0005778844130746688,0.00712395483924189,0.0002736604512281284,1.984424689411045e-6
5352.0,0.000594136980190517,0.007286784098589247,0.00028208157668396463,2.0657237308540924e-6
5364.0,0.000610802593542829,0.007452801582864552,0.0002907410353827495,2.1502416406113486e-6
5376.0,0.0006278902671018743,0.007622055575401248,0.0002996446943635035,2.2381001242529806e-6
5388.0,0.0006454092964139121,0.007794594759101923,0.000308798595695221,2.3294200931029086e-6
5400.0,0.0006633692808442148,0.007970468261212225,0.00031820899902635887,2.4243211776585947e-6
5412.0,0.0006817801276331783,0.008149725691569836,0.0003278824069081271,2.522921459243206e-6
5424.0,0.0007006520367743355,0.0083324171666515,0.00033782556785853866,2.6253374536374904e-6
5436.0,0.0007199954687733623,0.008518593314061835,0.0003480454566725493,2.7316843667822204e-6
5448.0,0.0007398211001657468,0.00870830525548755,0.0003585492361474304,2.842076626938726e-6
5460.0,0.0007601397737475672,0.00890160456994195,0.0003693442082461149,2.95662868091773e-6
5472.0,0.0007809624514123581,0.00909854324261327,0.0003804377649876647,3.075456025239834e-6
5484.0,0.0008023001770856019,0.00929917360712591,0.0003918373495702126,3.1986764275379274e-6
5496.0,0.0008241640555473086,0.00950354829003942,0.0004035504363417427,3.3264112802936217e-6
5508.0,0.0008465652502170504,0.009711720165754785,0.0004155845346012143,3.458787019150609e-6
5520.0,0.0008695149997279438,0.009923742327814672,0.00042794721654829446,3.595936532413112e-6
5532.0,0.000893024649931485,0.010139668079322714,0.0004406461649234845,3.7380004875014903e-6
5544.0,0.0009171056954482427,0.01035955094152619,0.00045368923193654626,3.885128504365346e-6
5556.0,0.0009417698234872123,0.010583444676239853,0.00046708449875314945,4.037480115057703e-6
5568.0,0.0009670289526613361,0.010811403315390633,0.0004808403245640588,4.195225462395343e-6
5580.0,0.0009928952609180772,0.011043481189976218,0.0004949653761552583,4.358545708061221e-6
5592.0,0.001019381199195015,0.011279732951298896,0.0005094686325679803,4.527633140526158e-6
5604.0,0.001046499490489459,0.011520213579282117,0.0005243593641729933,4.702690994418049e-6
5616.0,0.0010742631170613162,0.01176497837554843,0.0005396470903642091,4.88393301393557e-6
5628.0,0.0011026853008370113,0.012014082942108649,0.000555341524156645,5.071582812032588e-6
5640.0,0.0011317794832522918,0.01226758314932195,0.0005714525144660904,5.265873092902751e-6
5652.0,0.0011615593105104576,0.012525535098677695,0.0005879899972779816,5.467044816471328e-6
5664.0,0.0011920386285913767,0.012787995086580864,0.0006049639652095928,5.675346389147971e-6
5676.0,0.0012232314896790737,0.013055019574632043,0.0006223844614751891,5.891032964389334e-6
5688.0,0.0012551521685704686,0.013326665170097453,0.0006402615996637438,6.114365929494189e-6
5700.0,0.0012878151847893426,0.013602988617801575,0.0006586056059243782,6.345612641818971e-6
5712.0,0.001321235324228255,0.013884046802097818,0.0006774268760465464,6.585046459053186e-6
5724.0,0.0013554276536650494,0.014169896755426362,0.0006967360372909943,6.832947085567148e-6
5736.0,0.001390407522639968,0.014460595668673954,0.0007165440041472849,7.0896012317394265e-6
5748.0,0.001426190549770229,0.014756200898322662,0.0007368620185540832,7.355303557444561e-6
5760.0,0.0014627925941208615,0.015056769966188977,0.0007577016682158912,7.630357846512203e-6
5772.0,0.0015002297159988909,0.015362360549168477,0.0007790748808550954,7.915078337909496e-6
5784.0,0.001538518134653226,0.015673030458421774,0.0008009938967257186,8.209791123421455e-6
5796.0,0.0015776741920891643,0.015988837609418133,0.0008234712256289972,8.51483551215512e-6
5808.0,0.0016177143320424768,0.016309839985793915,0.0008465195972907162,8.830565260264658e-6
5820.0,0.001658655100980358,0.016636095600814648,0.0008701519148373686,9.157349570329181e-6
5832.0,0.0017005131741108161,0.01696766246025883,0.000894381220143285,9.495573778649877e-6
5844.0,0.0017433054044842132,0.017304598529856108,0.0009192206772706493,9.845639669588077e-6
5856.0,0.001787048888322072,0.017646961709241137,0.0009446835766381884,1.0207965382583094e-5
5868.0,0.0018317610357479809,0.01799480981303008,0.000970783358655613,1.0582984907817102e-5
5880.0,0.0018774596340248272,0.018348200558389628,0.0009975336520985133,1.0971147198419219e-5
5892.0,0.001924162890787479,0.018707191557574932,0.0010249483200997522,1.1372914958205928e-5
5904.0,0.0019718894476924813,0.019071840313474458,0.0010530415056879154,1.1788763191807179e-5
5916.0,0.0020206583599584917,0.019442204216200284,0.0010818276693988827,1.2219177626369723e-5
5928.0,0.0020704890435553347,0.019818340539083573,0.0011113216134089768,1.2664653128965614e-5
5940.0,0.0021214011981268103,0.020200306432902552,0.0011415384894313922,1.3125692249991505e-5
5952.0,0.002173414718841651,0.020588158917612422,0.001172493790689121,1.3602804019499117e-5
5964.0,0.0022265496131793966,0.02098195487114322,0.001204203331024948,1.4096503110549498e-5
5976.0,0.0022808259385051826,0.021381751014945945,0.0012366832161409954,1.460730946207893e-5
5988.0,0.0023362637730655338,0.021787603895947288,0.0012699498127872006,1.5135748424852405e-5
6000.0,0.002392883227250697,0.022199569864528087,0.0013040197213949917,1.5682351459917505e-5
6012.0,0.0024507044946522564,0.022617705048196317,0.001338909756368205,1.624765738206788e-5
6024.0,0.002509747934972433,0.023042065320877714,0.0013746369363614867,1.6832214103954527e-5
6036.0,0.0025700341746631374,0.02347270626822085,0.0014112184848435862,1.7436580802462172e-5
6048.0,0.0026315842075238793,0.023909683149945873,0.0014486718394859605,1.8061330400431144e-5
6060.0,0.0026944194771354236,0.02435305086091635,0.0014870146677528034,1.8707052235985827e-5
6072.0,0.0027585619260843564,0.024802863893097913,0.0015262648856447512,1.9374354780274286e-5
6084.0,0.0028240340029018775,0.025259176300710697,0.0015664406768273722,2.0063868263242555e-5
6096.0,0.00289085862537853,0.02572204167057375,0.001607560510161225,2.077624707625871e-5
6108.0,0.002959059106941557,0.02619151309887032,0.0016496431546508094,2.151217183922895e-5
6120.0,0.0030286590595383104,0.026667643174445477,0.0016927076917378216,2.227235104679282e-5
6132.0,0.0030996822906434133,0.027150483967496444,0.0017367735254360333,2.3057522241068004e-5
6144.0,0.0031721527127925686,0.027640087021404715,0.0017818603909195946,2.3868452694573138e-5
6156.0,0.003246094281308755,0.028136503344753573,0.001827988361859563,2.4705939623463727e-5
6168.0,0.003321530970197085,0.028639783400467612,0.0018751778562144889,2.5570809985127558e-5
6180.0,0.0033984867887012263,0.029149977089566563,0.001923449639564726,2.6463919942792652e-5
6192.0,0.0034769858332476078,0.02966713372815573,0.0019728248246969706,2.738615410085804e-5
6204.0,0.0035570523630063713,0.0301913020177499,0.002023324866196932,2.8338424626581257e-5
6216.0,0.0036387108833457653,0.0307225300105227,0.002074971549377374,2.9321670375758586e-5
6228.0,0.003721986220785997,0.03126086507224348,0.002127786973891157,3.033685613219208e-5
6240.0,0.0038069035757182053,0.03180635384622326,0.00218179353364861,3.138497205398567e-5
6252.0,0.003893488544500698,0.03235904222138479,0.0022370138958728945,3.246703339575661e-5
6264.0,0.003981767109384066,0.03291897530661764,0.0022934709829570644,3.358408054701133e-5
6276.0,0.0040717656015627915,0.03348619741207023,0.002351187960958392,3.473717939594466e-5
6288.0,0.004163510648043953,0.03406075203629819,0.00241018823793285,3.592742199766367e-5
6300.0,0.00425702911584287,0.03464268185662644,0.002470495473903105,3.715592749908769e-5
6312.0,0.00435234806671765,0.035232028719060865,0.002532133602276702,3.842384325194808e-5
6324.0,0.004449494732385607,0.035828833623862265,0.00259512686034571,3.9732346032228884e-5
6336.0,0.00454849651472236,0.03643313670355269,0.0026594998245427,4.108264328012223e-5
6348.0,0.00464938100909913,0.037044977191548666,0.002725277444826495,4.247597427933343e-5
6360.0,0.004752176043224065,0.03766439338151345,0.002792485072246001,4.391361120769908e-5
6372.0,0.004856909719943158,0.03829142257948561,0.00286114847452272,4.5396860011107946e-5
6384.0,0.0049636104513190735,0.03892610105244026,0.0029312938363239213,4.6927061077501035e-5
6396.0,0.005072306973206646,0.039568463977811594,0.0030029477434755742,4.850558971467752e-5
6408.0,0.005183028334056528,0.04021854539844062,0.0030761371532292804,5.013385646194207e-5
6420.0,0.005295803857782083,0.04087637818640166,0.0031508893553145144,5.181330728856136e-5
6432.0,0.005410663086827406,0.04154199401740097,0.003227231930366855,5.354542374915447e-5
6444.0,0.005527635716625883,0.042215423355289126,0.003305192713043888,5.533172317570552e-5
6456.0,0.005646751535254856,0.0428966954441315,0.003384799766549917,5.7173758986800536e-5
6468.0,0.005768040381624525,0.04358583830367498,0.0034660813734616377,5.907312118677596e-5
6480.0,0.005891532132026549,0.044282878723270344,0.0035490660449891795,6.1031437111445285e-5
6492.0,0.006017256719034049,0.04498784224952275,0.0036337825476101247,6.305037245450613e-5
6504.0,0.006145244179845226,0.0457007531641103,0.003720259942956102,6.513163258187857e-5
6516.0,0.006275524724709735,0.046421634450100925,0.0038085276344683935,6.727696411281746e-5
6528.0,0.006408128811504385,0.047150507747338796,0.0038986154130999286,6.948815671961485e-5
6540.0,0.006543087210868804,0.0478873932996271,0.003990553494447926,7.176704507491324e-5
6552.0,0.006680431047975951,0.048632309898092495,0.004084372541128782,7.411551085956269e-5
6564.0,0.006820191811672649,0.049385274825972,0.004180103666689431,7.653548473641367e-5
6576.0,0.00696240132839556,0.05014630380996784,0.0042777784204354186,7.902894819745491e-5
6588.0,0.007107091705514588,0.050915410982304184,0.00437742875569381,8.159793520334006e-5
6600.0,0.007254295255011576,0.05169260885588989,0.004479086986671564,8.424453355468272e-5
6612.0,0.0074040444123141605,0.05247790831286194,0.004582785740773709,8.697088596171454e-5
6624.0,0.007556371665832913,0.053271318604627756,0.004688557913748517,8.977919081043228e-5
6636.0,0.007711309510155401,0.054072847359698986,0.0047964366342886176,9.267170265613921e-5
6648.0,0.007868890430525816,0.05488250059439902,0.004906455242916607,9.565073250604064e-5
6660.0,0.008029146919375058,0.05570028272109889,0.005018647287477304,9.871864797812152e-5
6672.0,0.008192111518787291,0.05652619654902721,0.005133046534805764,0.00010187787344118688
6684.0,0.008357816877409845,0.05736024327381967,0.005249686995615661,0.00010513089024866562
6696.0,0.008526295807600037,0.05820242245363235,0.0053686029577617615,0.00010848023717547519
6708.0,0.008697581329112126,0.05905273197158672,0.005489829022040867,0.00011192851115288872
6720.0,0.00887170668918566,0.05991116798626488,0.005613400134701538,0.0001154783683719905
6732.0,0.009048705354640042,0.06077772487366752,0.005739351611750935,0.00011913252579401355
6744.0,0.009228610978158372,0.06165239516526047,0.005867719151747317,0.000122893763068516
6756.0,0.00941145734682882,0.06253516948731305,0.005998538835726456,0.00012676492482142918
6768.0,0.009597278324851122,0.06342603650659295,0.006131847114879997,0.00013074892323820166
6780.0,0.009786107803243009,0.06432498288663693,0.0062676807882716765,0.00013484874083616297
6792.0,0.009977979667216221,0.06523199325736093,0.006406076974018666,0.00013906743329796957
6804.0,0.010172927787181367,0.06614705019888624,0.006547073077871719,0.00014340813222694321
6816.0,0.010370986033232023,0.06707013423838937,0.006690706763010045,0.00014787404768661986
6828.0,0.010572188306930394,0.06800122385682404,0.006837015924235757,0.00015246847040109699
6840.0,0.010776568579733697,0.06894029550081777,0.0069860386687841825,0.00015719477351879926
6852.0,0.01098416092556648,0.06988732359417756,0.007137813304858785,0.00016205641387796109
6864.0,0.011194999536338016,0.07084228054343457,0.007292378337934661,0.00016705693275439527
6876.0,0.011409118713359033,0.07180513673277647,0.007449772473988155,0.00017219995611726953
6888.0,0.011626552833668606,0.07277586050546392,0.007610034628176974,0.0001774891944626124
6900.0,0.011847336296803374,0.07375441813116256,0.0077732039371304846,0.00018292844233314844
6912.0,0.012071503462945665,0.07474077376116765,0.007939319772882591,0.00018852157766327182
6924.0,0.012299088596318685,0.07573488937581416,0.008108421756533597,0.0001942725611067319
6936.0,0.012530125827350623,0.07673672473001204,0.008280549769902956,0.00020018543551017024
6948.0,0.012764649143454217,0.07774623730348378,0.008455743963685937,0.0002062643256874617
6960.0,0.013002692411997219,0.07876338226173143,0.008634044760930139,0.00021251343862856186
6972.0,0.013244289431540022,0.07978811243207072,0.008815492854999439,0.0002189370642441257
6984.0,0.01348947400039001,0.08082037829650887,0.009000129201602139,0.00022553957670642044
6996.0,0.01373827998661775,0.08186012800027051,0.009187995004932836,0.0002323254364016237
7008.0,0.013990741382115826,0.08290730737195634,0.009379131698504142,0.00023929919246248925
7020.0,0.01424689232555308,0.08396185994921262,0.009573580921790352,0.0002464654858076055
7032.0,0.014506767084828724,0.08502372700283711,0.009771384494309901,0.00025382905257773916
7044.0,0.014770399997713391,0.08609284755266824,0.009972584389158712,0.0002613947278340257
7056.0,0.015037825378077218,0.08716915837034768,0.010177222708190875,0.0002691674493690542
7068.0,0.015309077402566353,0.0882525939667814,0.010385341660961677,0.00027715226148107656
7080.0,0.015584189997150638,0.08934308656530808,0.010596983549170633,0.0002853543185733301
7092.0,0.01586319674358224,0.09044056606456449,0.010812190757686605,0.0002937788884633255
7104.0,0.016146130822275655,0.09154495999719345,0.011031005752373287,0.000302431355318478
7116.0,0.016433025001137812,0.0926561934914137,0.011253471083976731,0.0003113172221714536
7128.0,0.016723911670887607,0.09377418924186927,0.011479629396431181,0.00032044211300747875
7140.0,0.017018822918290048,0.09489886749422032,0.011709523437233893,0.00032981177445296004
7152.0,0.017317790621401402,0.09603014604504155,0.01194319606715981,0.0003394320771267228
7164.0,0.017620846546899584,0.09716794025537802,0.012180690266611671,0.0003493090167392462
7176.0,0.01792802242965992,0.09831216307346476,0.012422049136344652,0.0003594487150395583
7188.0,0.0182393500188435,0.09946272506026424,0.012667315891110878,0.0003698574207130771
7200.0,0.018554861081946008,0.10061953441101577,0.01291653384581812,0.00038054151032685475
7212.0,0.018874587366920034,0.10178249696702332,0.01316974639492342,0.00039150748940262707
7224.0,0.019198560530761067,0.10295151621420667,0.013426996986803571,0.00040276199367490995
7236.0,0.01952681204909727,0.10412649326800032,0.013688329095590864,0.00041431179056387066
7248.0,0.019859373124120446,0.10530732684733583,0.013953786193308783,0.0004261637808639474
7260.0,0.020196274607186104,0.10649391324300186,0.014223411725028908,0.0004383250006223334
7272.0,0.020537546947993406,0.10768614628708945,0.01449724908921525,0.0004508026231593223
7284.0,0.020883220175567985,0.10888391733020754,0.014775341624519147,0.0004636039611673993
7296.0,0.021233323908910286,0.11008711523171907,0.015057732603189725,0.00047673646881931145
7308.0,0.021587887388821565,0.1112956263657381,0.015344465230158038,0.0004902077438176818
7320.0,0.0219469395184592,0.1125093346426081,0.015635582645924326,0.0005040255293295733
7332.0,0.022310508899374342,0.11372812154271587,0.01593112793078199,0.0005181977157673684
7344.0,0.022678623852153138,0.1149518661573967,0.016231144107743987,0.0005327323424002442
7356.0,0.023051312415581088,0.11618044523077962,0.016535674141816566,0.0005476375988056938
7368.0,0.023428602324197613,0.11741373319685328,0.01684476093393155,0.0005629218261950372
7380.0,0.023810520969701696,0.11865160220764416,0.017158447308774888,0.0005785935186678003
7392.0,0.024197095355549997,0.1198939221507749,0.01747677599676486,0.0005946613244647624
7404.0,0.024588352055364106,0.12114056065724042,0.01779978961135671,0.0006111340472965204
7416.0,0.024984317184212686,0.1223913831024166,0.018127530623520936,0.0006280206478226679
7428.0,0.025385016387945443,0.12364625260463012,0.01846004133555255,0.0006453302453461137
7440.0,0.02579047485059037,0.12490503002582394,0.01879736385628019,0.0006630721197686841
